AFUE, AFUE, 37.11333, -3.50683, 1586.0
AFYO, AFYO, 38.78710, 30.29880, 1081.0
AG-, AG-ME, 44.37278, -69.66278, 152.0
AGA, AGA, 38.78450, -27.17320, 80.0
AGAC, AGAC, 33.63839, -116.40111, 809.0
AGAL, AGAL, 23.42850, 32.82550, 0
AGAM, AGAM, 60.15420, -141.03300, 1024.0
AGBLB, AGBLB, -9.03870, -37.04540, 448.0
AGBR, AGBR, -8.42950, -35.83610, 470.0
AGC, AGC, 37.86130, -122.43000, 223.0
AGCH, AGCH, -37.80930, -72.69640, 81.0
AGD, AGD, 11.52900, 42.82400, 450.0
AGDM, AGDM, 40.10830, 47.10830, 500.0
AGE, AGE, -8.81361, 148.09900, 303.0
AGEO, AGEO, 38.26490, 22.06350, 17.0
AGG, AGG, 39.02220, 22.33030, 540.0
AGI, AGI, 59.38000, -153.42000, 580.0
AGIA, AGIA, 26.06630, 90.46420, 75.0
AGIM, AGIM, 38.84470, -120.98100, 305.0
AGL, AGL, 39.51690, 66.88110, 865.0
AGM, AGM, 47.08167, -69.02333, 238.0
AG-ME, AG-ME, 44.37278, -69.66278, 152.0
AGMN, AGMN, 48.29775, -95.86189, 351.1
AGMR, AGMR, 23.53770, 32.54050, 237.0
AGN, AGN, 38.94830, 38.71540, 914.0
